-39.1264, 5.08587, 4.30289
-39.206, 4.90241, 4.30289
-39.2856, 4.71895, 4.30289
-39.3653, 4.53548, 4.30289
-39.4449, 4.35202, 4.30289
-39.5245, 4.16855, 4.30289
-39.5245, 4.16855, 4.30289
-39.5245, 4.16855, 4.30289
-39.6042, 3.98509, 4.30289
-39.6838, 3.80163, 4.30289
-39.7634, 3.61816, 4.30289
-39.8431, 3.4347, 4.30289
-39.9227, 3.25123, 4.30289
-40.0023, 3.06777, 4.30289
-40.0819, 2.88431, 4.30289
-40.1616, 2.70084, 4.30289
-40.2412, 2.51738, 4.30289
-40.3208, 2.33391, 4.30289
-40.4005, 2.15045, 4.30289
-40.4005, 2.15045, 4.30289
-40.4005, 2.15045, 4.30289
-40.4801, 1.96699, 4.30289
-40.5597, 1.78352, 4.30289
-40.6394, 1.60006, 4.30289
-40.719, 1.4166, 4.30289
-40.7986, 1.23313, 4.30289
-40.8782, 1.04967, 4.30289
-40.9579, 0.866204, 4.30289
-41.0375, 0.68274, 4.30289
-41.1171, 0.499276, 4.30289
-41.1968, 0.315812, 4.30289
-41.2764, 0.132348, 4.30289
-41.2764, 0.132348, 4.30289
-41.2764, 0.132348, 4.30289
-41.356, -0.0511157, 4.39649
-41.4182, -0.241219, 4.49009
-41.4623, -0.436298, 4.5837
-41.4879, -0.634644, 4.6773
-41.4949, -0.834521, 4.77091
-41.4832, -1.03418, 4.86451
-41.4529, -1.23187, 4.95811
-41.4043, -1.42586, 5.05172
-41.3377, -1.61446, 5.14532
-41.2538, -1.79601, 5.23892
-41.1533, -1.96892, 5.33253
-41.1533, -1.96892, 5.33253
-41.1533, -1.96892, 5.33253
-41.0371, -2.13168, 5.34165
-40.9194, -2.29337, 5.35077
-40.8002, -2.45398, 5.35989
-40.6795, -2.6135, 5.36901
-40.5575, -2.77191, 5.37813
-40.4339, -2.9292, 5.38725
-40.309, -3.08536, 5.39638
-40.1826, -3.24037, 5.4055
-40.0548, -3.39423, 5.41462
-39.9256, -3.54691, 5.42374
-39.7951, -3.6984, 5.43286
-39.7951, -3.6984, 5.43286
-39.7951, -3.6984, 5.43286
-39.6631, -3.8487, 5.43286
-39.5312, -3.999, 5.43286
-39.3992, -4.1493, 5.43286
-39.2673, -4.2996, 5.43286
-39.1353, -4.4499, 5.43286
-39.0034, -4.6002, 5.43286
-38.8714, -4.7505, 5.43286
-38.7395, -4.90079, 5.43286
-38.6075, -5.05109, 5.43286
-38.4756, -5.20139, 5.43286
-38.3436, -5.35169, 5.43286
-38.3436, -5.35169, 5.43286
-38.3436, -5.35169, 5.43286
-38.2117, -5.50199, 5.45129
-38.077, -5.64983, 5.46972
-37.9396, -5.79517, 5.48815
-37.7995, -5.93795, 5.50657
-37.6569, -6.07812, 5.525
-37.5117, -6.21564, 5.54343
-37.3639, -6.35046, 5.56186
-37.2137, -6.48254, 5.58029
-37.0612, -6.61182, 5.59871
-36.9062, -6.73828, 5.61714
-36.7489, -6.86185, 5.63557
-36.7489, -6.86185, 5.63557
-36.7489, -6.86185, 5.63557
-36.5894, -6.98251, 5.63557
-36.4299, -7.10317, 5.63557
-36.2704, -7.22382, 5.63557
-36.1109, -7.34448, 5.63557
-35.9514, -7.46514, 5.63557
-35.7919, -7.5858, 5.63557
-35.6324, -7.70645, 5.63557
-35.4729, -7.82711, 5.63557
-35.3134, -7.94777, 5.63557
-35.1539, -8.06842, 5.63557
-34.9944, -8.18908, 5.63557
-34.9944, -8.18908, 5.63557
-34.9944, -8.18908, 5.63557
-34.8349, -8.30974, 5.61714
-34.6776, -8.43331, 5.59871
-34.5227, -8.55977, 5.58029
-34.3701, -8.68905, 5.56186
-34.2199, -8.82113, 5.54343
-34.0722, -8.95595, 5.525
-33.927, -9.09347, 5.50657
-33.7843, -9.23364, 5.48815
-33.6442, -9.37642, 5.46972
-33.5069, -9.52176, 5.45129
-33.3722, -9.6696, 5.43286
-33.3722, -9.6696, 5.43286
-33.3722, -9.6696, 5.43286
-33.2402, -9.8199, 5.43286
-33.1083, -9.9702, 5.43286
-32.9763, -10.1205, 5.43286
-32.8444, -10.2708, 5.43286
-32.7124, -10.4211, 5.43286
-32.5805, -10.5714, 5.43286
-32.4485, -10.7217, 5.43286
-32.3166, -10.872, 5.43286
-32.1846, -11.0223, 5.43286
-32.0527, -11.1726, 5.43286
-31.9207, -11.3229, 5.43286
-31.9207, -11.3229, 5.43286
-31.9207, -11.3229, 5.43286
-31.7888, -11.4732, 5.44198
-31.6555, -11.6223, 5.4511
-31.5208, -11.7701, 5.46022
-31.3848, -11.9168, 5.46935
-31.2474, -12.0622, 5.47847
-31.1088, -12.2063, 5.48759
-30.9688, -12.3491, 5.49671
-30.8275, -12.4907, 5.50583
-30.685, -12.631, 5.51495
-30.5412, -12.77, 5.52407
-30.3961, -12.9076, 5.5332
-30.3961, -12.9076, 5.5332
-30.3961, -12.9076, 5.5332
-30.2497, -13.044, 5.60977
-30.0934, -13.1687, 5.68634
-29.928, -13.2811, 5.76291
-29.7544, -13.3805, 5.83948
-29.5738, -13.4664, 5.91605
-29.3871, -13.5382, 5.99263
-29.1955, -13.5955, 6.0692
-29.0001, -13.6379, 6.14577
-28.802, -13.6653, 6.22234
-28.6023, -13.6775, 0.0157268
-28.4024, -13.6743, 0.0922985
-28.2028, -13.6104, 0
