-15, 30, 4.71239
-15, 30, 4.71239
-15, 29.8, 4.69396
-15.0037, 29.6, 4.67553
-15.0111, 29.4002, 4.6571
-15.0221, 29.2005, 4.63868
-15.0368, 29.001, 4.62025
-15.0552, 28.8019, 4.60182
-15.0773, 28.6031, 4.58339
-15.103, 28.4047, 4.56496
-15.1324, 28.2069, 4.54654
-15.1654, 28.0097, 4.52811
-15.2021, 27.8131, 4.50968
-15.2021, 27.8131, 4.50968
-15.2021, 27.8131, 4.50968
-15.2423, 27.6171, 4.49125
-15.2862, 27.422, 4.47282
-15.3337, 27.2277, 4.45439
-15.3847, 27.0343, 4.43597
-15.4393, 26.8419, 4.41754
-15.4974, 26.6506, 4.39911
-15.559, 26.4603, 4.38068
-15.6242, 26.2712, 4.36225
-15.6928, 26.0833, 4.34383
-15.7648, 25.8968, 4.3254
-15.8403, 25.7116, 4.30697
-15.8403, 25.7116, 4.30697
-15.8403, 25.7116, 4.30697
-15.9192, 25.5278, 4.28854
-16.0014, 25.3455, 4.27011
-16.087, 25.1647, 4.25168
-16.176, 24.9856, 4.23326
-16.2682, 24.8081, 4.21483
-16.3636, 24.6323, 4.1964
-16.4623, 24.4584, 4.17797
-16.5642, 24.2863, 4.15954
-16.6692, 24.1161, 4.14112
-16.7773, 23.9478, 4.12269
-16.8886, 23.7816, 4.10426
-16.8886, 23.7816, 4.10426
-16.8886, 23.7816, 4.10426
-17.0028, 23.6175, 4.09514
-17.1186, 23.4544, 4.08602
-17.2358, 23.2923, 4.07689
-17.3545, 23.1314, 4.06777
-17.4747, 22.9715, 4.05865
-17.5963, 22.8127, 4.04953
-17.7194, 22.6551, 4.04041
-17.8439, 22.4986, 4.03129
-17.9699, 22.3432, 4.02217
-18.0972, 22.189, 4.01305
-18.2259, 22.0359, 4.00392
-18.2259, 22.0359, 4.00392
-18.2259, 22.0359, 4.00392
-18.3561, 21.8841, 3.9855
-18.489, 21.7346, 3.96707
-18.6246, 21.5876, 3.94864
-18.763, 21.4432, 3.93021
-18.9039, 21.3013, 3.91178
-19.0475, 21.162, 3.89336
-19.1936, 21.0255, 3.87493
-19.3422, 20.8916, 3.8565
-19.4932, 20.7605, 3.83807
-19.6466, 20.6322, 3.81964
-19.8024, 20.5067, 3.80121
-19.8024, 20.5067, 3.80121
-19.8024, 20.5067, 3.80121
-19.9604, 20.3842, 3.78279
-20.1207, 20.2645, 3.76436
-20.2831, 20.1479, 3.74593
-20.4477, 20.0342, 3.7275
-20.6144, 19.9236, 3.70907
-20.783, 19.8161, 3.69065
-20.9536, 19.7118, 3.67222
-21.1261, 19.6105, 3.65379
-21.3005, 19.5125, 3.63536
-21.4766, 19.4177, 3.61693
-21.6544, 19.3262, 3.5985
-21.6544, 19.3262, 3.5985
-21.6544, 19.3262, 3.5985
-21.8339, 19.238, 3.5985
-22.0134, 19.1497, 3.5985
-22.1928, 19.0615, 3.5985
-22.3723, 18.9733, 3.5985
-22.5518, 18.885, 3.5985
-22.7313, 18.7968, 3.5985
-22.9108, 18.7086, 3.5985
-23.0903, 18.6203, 3.5985
-23.2697, 18.5321, 3.5985
-23.4492, 18.4439, 3.5985
-23.6287, 18.3556, 3.5985
-23.6287, 18.3556, 3.5985
-23.6287, 18.3556, 3.5985
-23.8082, 18.2674, 3.5985
-23.9877, 18.1791, 3.5985
-24.1672, 18.0909, 3.5985
-24.3466, 18.0027, 3.5985
-24.5261, 17.9144, 3.5985
-24.7056, 17.8262, 3.5985
-24.8851, 17.738, 3.5985
-25.0646, 17.6497, 3.5985
-25.2441, 17.5615, 3.5985
-25.4236, 17.4733, 3.5985
-25.603, 17.385, 3.5985
-25.603, 17.385, 3.5985
-25.603, 17.385, 3.5985
-25.7825, 17.2968, 3.5985
-25.962, 17.2086, 3.5985
-26.1415, 17.1203, 3.5985
-26.321, 17.0321, 3.5985
-26.5005, 16.9438, 3.5985
-26.6799, 16.8556, 3.5985
-26.8594, 16.7674, 3.5985
-27.0389, 16.6791, 3.5985
-27.2184, 16.5909, 3.5985
-27.3979, 16.5027, 3.5985
-27.5774, 16.4144, 3.5985
-27.5774, 16.4144, 3.5985
-27.5774, 16.4144, 3.5985
-27.7568, 16.3262, 3.60763
-27.9355, 16.2363, 3.61675
-28.1134, 16.1448, 3.62587
-28.2904, 16.0517, 3.63499
-28.4665, 15.957, 3.64411
-28.6418, 15.8607, 3.65323
-28.8162, 15.7627, 3.66235
-28.9897, 15.6632, 3.67147
-29.1622, 15.5622, 3.6806
-29.3339, 15.4595, 3.68972
-29.5046, 15.3553, 3.69884
-29.5046, 15.3553, 3.69884
-29.5046, 15.3553, 3.69884
-29.6743, 15.2495, 3.69884
-29.8441, 15.1437, 3.69884
-30.0138, 15.038, 3.69884
-30.1835, 14.9322, 3.69884
-30.3533, 14.8264, 3.69884
-30.523, 14.7207, 3.69884
-30.6928, 14.6149, 3.69884
-30.8625, 14.5091, 3.69884
-31.0323, 14.4033, 3.69884
-31.202, 14.2976, 3.69884
-31.3717, 14.1918, 3.69884
-31.3717, 14.1918, 3.69884
-31.3717, 14.1918, 3.69884
-31.5415, 14.086, 3.70796
-31.7103, 13.9787, 3.71708
-31.878, 13.8699, 3.7262
-32.0448, 13.7595, 3.73532
-32.2106, 13.6476, 3.74445
-32.3753, 13.5342, 3.75357
-32.5391, 13.4193, 3.76269
-32.7017, 13.3029, 3.77181
-32.8633, 13.1851, 3.78093
-33.0238, 13.0657, 3.79005
-33.1832, 12.9449, 3.79917
-33.1832, 12.9449, 3.79917
-33.1832, 12.9449, 3.79917
-33.3415, 12.8227, 3.80829
-33.4986, 12.699, 3.81742
-33.6547, 12.5739, 3.82654
-33.8096, 12.4474, 3.83566
-33.9633, 12.3195, 3.84478
-34.1159, 12.1901, 3.8539
-34.2672, 12.0594, 3.86302
-34.4174, 11.9273, 3.87214
-34.5664, 11.7939, 3.88127
-34.7141, 11.659, 3.89039
-34.8606, 11.5229, 3.89951
-34.8606, 11.5229, 3.89951
-34.8606, 11.5229, 3.89951
-35.0059, 11.3854, 3.90863
-35.1499, 11.2466, 3.91775
-35.2926, 11.1065, 3.92687
-35.434, 10.9651, 3.93599
-35.5742, 10.8224, 3.94511
-35.713, 10.6784, 3.95424
-35.8505, 10.5332, 3.96336
-35.9867, 10.3868, 3.97248
-36.1215, 10.2391, 3.9816
-36.255, 10.0901, 3.99072
-36.3872, 9.93998, 3.99984
-36.3872, 9.93998, 3.99984
-36.3872, 9.93998, 3.99984
-36.5179, 9.78864, 4.01827
-36.6459, 9.63492, 4.0367
-36.7709, 9.47886, 4.05513
-36.8931, 9.32053, 4.07356
-37.0124, 9.15997, 4.09198
-37.1287, 8.99724, 4.11041
-37.2419, 8.8324, 4.12884
-37.3521, 8.6655, 4.14727
-37.4592, 8.49659, 4.1657
-37.5632, 8.32574, 4.18412
-37.664, 8.15301, 4.20255
-37.664, 8.15301, 4.20255
-37.664, 8.15301, 4.20255
-37.7616, 7.97844, 4.21167
-37.8576, 7.80299, 4.2208
-37.952, 7.62668, 4.22992
-38.0448, 7.44951, 4.23904
-38.136, 7.2715, 4.24816
-38.2255, 7.09266, 4.25728
-38.3134, 6.91302, 4.2664
-38.3997, 6.73258, 4.27552
-38.4843, 6.55137, 4.28464
-38.5673, 6.36939, 4.29377
-38.6486, 6.18666, 4.30289
-38.6486, 6.18666, 4.30289
-38.6486, 6.18666, 4.30289
-38.7282, 6.00319, 4.30289
-38.8079, 5.81973, 4.30289
-38.8875, 5.63626, 4.30289
-38.9671, 5.4528, 4.30289
-39.0468, 5.26934, 4.30289
